profileUrl,postContent,Linked Record Field,Themes,Content Format,type,First Name (from Linked Record Field),Last Name (from Linked Record Field),Company (from Linked Record Field),Industry (from Linked Record Field),Title (from Linked Record Field),timestamp,postUrl,imgUrl,Created/Cultivated/Curated,error,Subthemes,Thought Leadership?,likeCount,commentCount,repostCount,postDate,commentContent,commentUrl,sharedPostUrl,action,Action Type,viewCount,postTimestamp,videoUrl,sharedJobUrl,articleTitle,articleSubtitle,articleReadingDuration,articleCoverUrl,eventUrl,eventTitle,Weekday,Time of Post,Date of Post,Day of the Week,3/24-4/23?,Posts vs Engagements,Hour of Post,Month of Post,4/23-5/23?,documentTitle,documentPageCount,thought leadership,Total Engagement,AI/ML,CC,DA,DC,DEI,DT,EO,Env,Geo,HCD,HI,HO,I,OCM,PD,Reg,RD,SC,T,UX
https://www.linkedin.com/in/adamstowitts/,Proud to be part of the #4GAMECHANGERS with a keynote to circular packaging 😉🐸👍,https://www.linkedin.com/in/adamstowitts/,Product Development,webinar/webcast/event,Article,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7199871371928088576,,,,,,87,0,0,1mo,,,https://4gamechangers.io/en/p/innovation-in-packaging-819d4161/,Adam Stowitts likes this,Likes,,2024-05-24 20:38,,,,,,,,,Saturday,12:38 AM,5/25/2024,Saturday,,Engagement,12-1am,,,,,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://www.linkedin.com/in/adamstowitts/,Ball Corporation has elected Dr Mandy Glew to serve as Senior Vice President and President of EMEA and Asia. https://lnkd.in/eNQgN4qB #canmaking #metalpackaging #CanmakingNews #packaging #appointments,https://www.linkedin.com/in/adamstowitts/,MISC,,Article,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7209314332067659776,,,,,,13,0,0,2w,,,https://www.canmakingnews.com/issues/news-in-brief/ball-elects-new-senior-vp-and-president-of-emea-and-asia/,Adam Stowitts likes this,Likes,,2024-06-19 22:01,,,,,,,,,Thursday,2:01 AM,6/20/2024,Thursday,,Engagement,2-3am,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.linkedin.com/in/adamstowitts/,"NEWS ALERT 📰🚨: The EU Parliament has just taken a significant step towards reducing single-use plastic waste in food and beverage packaging!

At NOMOQ, we're thrilled to see this progress towards a more sustainable future. And as advocates for a higher recycling rate in food and beverage packaging, we're aligned with the EU's vision for a circular economy.

In a similar move, Canada's Single-Use Plastics Prohibition Regulations aim to eliminate certain single-use plastics by 2030 to achieve zero plastic waste.

This news reaffirms our commitment to providing high-quality, fully recyclable cans for brands who share our passion for sustainability. How?

1️⃣ Our mission has always been to revolutionise digital can printing, making it accessible to beverage brands of all sizes. With our 'No Minimum Order Quantity' approach, we're breaking barriers and empowering creativity, while championing sustainability.

2️⃣ Our state-of-the-art technology transforms aluminium cans into stunning works of art, fully recyclable without labels or plastic sleeves. We are proud to be among the first globally, and the first in Europe, to pioneer this eco-friendly solution.

Stay tuned as we continue to lead the way in supplying decorated cans in small batch sizes for the beverage market. Together, let's create a more colourful and sustainable world, one can at a time.

📸 Here is a photo of some of our wonderful designs taken by the talented @tomas

📝 To read the full regulation, just check the comments


#Sustainability #CircularEconomy #NOMOQ #PackagingNews",https://www.linkedin.com/in/adamstowitts/,Organizational Change Management,"Personal/Public Pictures,article/blog/company website/press release",Image,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7209314935070236672,https://media.licdn.com/dms/image/D5622AQEgdFWuKebHDw/feedshare-shrink_800/0/1718191598846?e=1722470400&v=beta&t=bl1XNAJHbQZ5qDSIIkipGk0q1aJEB8023aRnT534IIg,,,,,89,3,8,2w,,,,Adam Stowitts likes this,Likes,,2024-06-19 22:03,,,,,,,,,Thursday,2:03 AM,6/20/2024,Thursday,,Engagement,2-3am,,,,,,100,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0
https://www.linkedin.com/in/adamstowitts/,"My adventure with Ball Corporation continues as our family moves back to the US and I take on the role of Chief Growth Officer. What a privilege it is to help our customers, communities, people, and business grow each day.  To my colleagues in South America and EMEA, I couldn't have asked for better teachers!",https://www.linkedin.com/in/adamstowitts/,MISC,celebration,Celebration,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7205963138221887488,https://media.licdn.com/media/AAYQAQQSAAgAAQAAAAAAAAMDzOJ8AjwSRx6e4fdD_CFVCw.gif,,,,,678,165,0,3w,,,,Adam Stowitts likes this,Likes,,2024-06-10 16:04,,,,,,,,,Monday,8:04 PM,6/10/2024,Monday,,Engagement,8-9pm,,,,,,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.linkedin.com/in/adamstowitts/,"What part of the can making process do you see?


I visited the factory of Codi Manufacturing Inc. last week and saw a beautiful, hand drawn piece of art from years and years ago.


The artist (Dennis M. Johnson) drew their interpretation of the can line.  This is the very first step.",https://www.linkedin.com/in/adamstowitts/,MISC,,Image,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7199871993570054145,https://media.licdn.com/dms/image/D5622AQGuB0LXgiH5nw/feedshare-shrink_800/0/1715956687605?e=1722470400&v=beta&t=pEhGu43hMIubxyVLa2U30prd-Enfd7aTfHrHjOjAzog,,,,,88,25,4,1mo,,,,Adam Stowitts likes this,Likes,,2024-05-24 20:40,,,,,,,,,Saturday,12:40 AM,5/25/2024,Saturday,,Engagement,12-1am,,,,,,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.linkedin.com/in/adamstowitts/,"What an exciting week! Wednesday, June 5 marks my one year anniversary with Ball Corporation, but today I’m happy to share that I’m starting a new position with the company as VP, Global Head of Enterprise Strategy & Marketing! So energized by our customers, our people, vision and purpose!!!#newjob",https://www.linkedin.com/in/adamstowitts/,MISC,celebration,Celebration,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7205064261323124736,https://media.licdn.com/media/AAYQAQQSAAgAAQAAAAAAABqdcB5EZ18gQPCF4HzBOFBBhw.gif,,,,,211,216,0,4w,,,,Adam Stowitts likes this,Likes,,2024-06-08 04:33,,,,,,,,,Saturday,8:33 AM,6/8/2024,Saturday,,Engagement,8-9am,,,,,,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.linkedin.com/in/adamstowitts/,I’m happy to share that I’m starting a new position as Regional Marketing & Strategy Director at Ball Corporation! #vadelata ♻,https://www.linkedin.com/in/adamstowitts/,MISC,post,Text,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7206775718339313666,,,,,,416,142,0,3w,,,,Adam Stowitts likes this,Likes,,2024-06-12 21:53,,,,,,,,,Thursday,1:53 AM,6/13/2024,Thursday,,Engagement,1-2am,,,,,,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.linkedin.com/in/adamstowitts/,"I’m happy to share that I’m joining the happy world of Haribo as Senior Vice President of Sales at HARIBO of America, Inc.!  I am thrilled to get back to FMCG and work with the HARIBO team and our customers to continue growing this iconic brand!",https://www.linkedin.com/in/adamstowitts/,MISC,celebration,Celebration,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7205064287734611968,https://media.licdn.com/media/AAYQAQQSAAgAAQAAAAAAABqdcB5EZ18gQPCF4HzBOFBBhw.gif,,,,,501,267,1,3w,,,,Adam Stowitts likes this,Likes,,2024-06-08 04:33,,,,,,,,,Saturday,8:33 AM,6/8/2024,Saturday,,Engagement,8-9am,,,,,,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.linkedin.com/in/adamstowitts/,"ATTENTION .. ALL CONSUMER PRODUCT COMPANIES THAT WANT TO SELL MORE PRODUCT.
The patented POP-UP Merchandising Rack provide the best vehicle to create the best ROI on the market. Its 100% recyclable, long lasting, great advertising space and has proven to survive in the store for years.
The new Trident model is the latest in engineering and execution.... Its sleek, with a small foot print and can be reused over and over.... Why not let us produce one for you? 💡
Contact MMC at info@mmcdisplay.com or at 914-381-4830.

#MMCPOPUP #displays #verticalvendor # innovative #sustsainable
Graphic visuals are for representation only. Patented technology. No reproductions without permission.",https://www.linkedin.com/in/adamstowitts/,Product Development,video,Video (LinkedIn Source),Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7199837239353200640,https://media.licdn.com/dms/image/D4E05AQFeaeAf1KknwQ/videocover-high/0/1715622397952?e=1720458000&v=beta&t=klVTR_rCv7CYQoCF0PQSvrMPqxDKM8KqMccPnlD0wBs,,,,,72,6,4,1mo,,,,Adam Stowitts likes this,Likes,,2024-05-24 18:22,,,,,,,,,Friday,10:22 PM,5/24/2024,Friday,,Engagement,10-11pm,,,,,,82,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
https://www.linkedin.com/in/adamstowitts/,"We are happy to share that another Velox solution is on its way to a valued customer in North America!

Our Velox IDS-NC 500 direct-to-shape digital decoration technology for necked beverage cans is a game-changer. This innovative solution offers a sustainable alternative to traditional shrink sleeves and labels, delivering high-volume speed and unmatched quality.

At Velox, we are dedicated to our customers' global success, empowering them in every aspect of their digital printing production.

Curious about how the Velox IDS-NC 500 can enhance your production line? Let’s chat! contact@velox-digital.com

#Digitalprinting #Sustainability #Innovation #Customersuccess",https://www.linkedin.com/in/adamstowitts/,MISC,,Image,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7209261862784299008,https://media.licdn.com/dms/image/D4D22AQGLyyo031LVHA/feedshare-shrink_800/0/1718807428383?e=1722470400&v=beta&t=9lr9124gzlYHW5dWUHbB00hneTe_7U5nWO8aNAlvdjY,,,,,100,5,7,1w,,,,Adam Stowitts likes this,Likes,,2024-06-19 18:32,,,,,,,,,Wednesday,10:32 PM,6/19/2024,Wednesday,,Engagement,10-11pm,,,,,,112,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
https://www.linkedin.com/in/adamstowitts/,"Last week I graduated from The University of Nebraska with two master's degrees: an MBA with a finance specialization, and a Master of Science in Business Analytics.

This was an incredibly rewarding experience. My roles in my 30+ year career have generally been highly technical. Finance and Analytics were both interesting fields that I knew would make me better as a technical and operations leader.

My experience at Nebraska College of Business was outstanding. When I first started looking at programs, I was primarily interested in curriculum, particularly in these areas of finance and analytics. Which program included the classes that I thought I would enjoy taking? Nebraska was the best choice for me easily, offering a great selection of classes and a dual degree program that allowed additional coursework in both areas of study that I was interested in.  It is also a tremendous value – having been ranked as high as #1 in the country for value among online MBA programs in recent years. I couldn’t agree more.

I’m very appreciative of the support I received (both generally and financially) by my employers: originally Ball Metalpack and then by acquisition Sonoco Products.  Both organizations have been incredibly supportive of continuing education.

The support from my family was awesome. This was a demanding journey that I was trying to navigate – with a wife and three young children at home, and a senior leadership role in my day job. For the last four years, I dedicated 4am – 6am every day + additional weekend hours as needed to my studies.

This entire experience was completed, start to finish, while I was in my 50’s. I was almost always the oldest student in my classes and often older than the professor. There were lots of opportunities to share professional experiences in these classes, and I like to think I brought many interesting ones to our discussions.

What next? Well, 50-something years old is not too old to go back to school, and not too old to keep working at my most important job, as Dad. Mallory and I will welcome our 4th child in the next few weeks, right before my 54th birthday!

If you’ve been kicking around the idea of going back to school: do it! It’s never too late to keep learning! I couldn’t be more excited about my path over the last few years.

 Finally – if you’re worried that my years with Nebraska might have changed my college football priorities – well, I always cheer for the Irish first on Saturday. But when they aren’t playing…. GBR!",https://www.linkedin.com/in/adamstowitts/,MISC,,Image,Adam,Stowitz,Ball Corporation,Consumer & Industrial Products,Global Innovation Director,2024-07-01 16:32,https://www.linkedin.com/feed/update/urn:li:activity:7200160668182863873,https://media.licdn.com/dms/image/D5622AQFviRfWML5D0g/feedshare-shrink_800/0/1716638997524?e=1722470400&v=beta&t=l_7LLVfX7-d0BCMjjo7upsIMCyNcWjw7erZa9KVyEqs,,,,,314,92,0,1mo,,,,Adam Stowitts likes this,Likes,,2024-05-25 15:47,,,,,,,,,Saturday,7:47 PM,5/25/2024,Saturday,,Engagement,7-8pm,,,,,,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.linkedin.com/in/nobleadam/,"Adam Noble is a career technologist, honing his leadership mettle early on with organizations like UPS, Honeywell and Mars. He took is first VP position in the Shared Technology Application and Services office at JPMorganChase, and has since held SVP & CIO positions at GAF, Veritiv Corporation, American Water and now is the now Operating Partner of IT at Littlejohn & Co.

Adam has been a great friend and advocate for the HMG Strategy community for years. Congratulations to you for receiving a 2024 HMG LEGENDS Award at today's 16th Annual New Jersey C-Level Technology Leadership Summit!

#HMGCIONJ #leadership #technology #itleadership #cio #ciso #cto #ai #genai #futureofwork #leadershipawards #glia #technologyawards",https://www.linkedin.com/in/nobleadam/,MISC,,Image,Adam,Noble,LittleJohn,Private Equity,Operating Partner,2024-07-02 15:30,https://www.linkedin.com/feed/update/urn:li:activity:7201196121782632448,https://media.licdn.com/dms/image/D4E22AQHNID8pyElr2g/feedshare-shrink_800/0/1716491495902?e=1723075200&v=beta&t=vvKcgyVWlO7dn2wMCtikqB5BDOcu2F9lhoVIsjFAMeE,,,,,49,21,2,1mo,Society for Information Management (SIM) - New Jersey Chapter Thanks,"https://www.linkedin.com/feed/update/urn:li:activity:7199487149472182272/?commentUrn=urn:li:comment:(activity:7199487149472182272,7201196111309533184)",https://www.linkedin.com/feed/update/urn:li:activity:7199487149472182272,Adam Noble replied to Society for Information Management (SIM) - New Jersey Chapter’s comment on this,Replied to a comment,,2024-05-23 15:11,,,,,,,,,Thursday,7:11 PM,5/23/2024,Thursday,,Engagement,7-8pm,,,,,,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.linkedin.com/in/nobleadam/,Helping lead 🦾 Niche AI transformations at ♾️ 8PStrategy.ai,https://www.linkedin.com/in/nobleadam/,AI/Machine Learning,celebration,Celebration,Adam,Noble,LittleJohn,Private Equity,Operating Partner,2024-07-02 15:31,https://www.linkedin.com/feed/update/urn:li:activity:7211800763495280640,https://media.licdn.com/media/AAYQAQQSAAgAAQAAAAAAAAMDzOJ8AjwSRx6e4fdD_CFVCw.gif,,,,,95,6,0,6d,,,,Adam Noble likes this,Likes,,2024-06-26 14:41,,,,,,,,,Wednesday,6:41 PM,6/26/2024,Wednesday,,Engagement,6-7pm,,,,,,101,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0
https://www.linkedin.com/in/nobleadam/,"Adam Noble is a career technologist, honing his leadership mettle early on with organizations like UPS, Honeywell and Mars. He took is first VP position in the Shared Technology Application and Services office at JPMorganChase, and has since held SVP & CIO positions at GAF, Veritiv Corporation, American Water and now is the now Operating Partner of IT at Littlejohn & Co.

Adam has been a great friend and advocate for the HMG Strategy community for years. Congratulations to you for receiving a 2024 HMG LEGENDS Award at today's 16th Annual New Jersey C-Level Technology Leadership Summit!

#HMGCIONJ #leadership #technology #itleadership #cio #ciso #cto #ai #genai #futureofwork #leadershipawards #glia #technologyawards",https://www.linkedin.com/in/nobleadam/,MISC,,Image,Adam,Noble,LittleJohn,Private Equity,Operating Partner,2024-07-02 15:30,https://www.linkedin.com/feed/update/urn:li:activity:7201196066690527233,https://media.licdn.com/dms/image/D4E22AQHNID8pyElr2g/feedshare-shrink_800/0/1716491495902?e=1723075200&v=beta&t=vvKcgyVWlO7dn2wMCtikqB5BDOcu2F9lhoVIsjFAMeE,,,,,49,21,2,1mo,Kevin Schwesinger Thanks,"https://www.linkedin.com/feed/update/urn:li:activity:7199487149472182272/?commentUrn=urn:li:comment:(activity:7199487149472182272,7201196001737539586)",https://www.linkedin.com/feed/update/urn:li:activity:7199487149472182272,Adam Noble replied to Kevin Schwesinger’s comment on this,Replied to a comment,,2024-05-23 15:11,,,,,,,,,Thursday,7:11 PM,5/23/2024,Thursday,,Engagement,7-8pm,,,,,,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
